threshold,FAR,FRR,GAR
0.4038736165655123,0.0832807570977918,0.08275862068965517,0.9172413793103448
0.4039609130240191,0.08391167192429022,0.08275862068965517,0.9172413793103448
0.4040713145290048,0.08391167192429022,0.07931034482758621,0.9206896551724137
0.4041526474234106,0.08454258675078864,0.07931034482758621,0.9206896551724137
0.4042872536945813,0.08517350157728706,0.07931034482758621,0.9206896551724137
0.4043713702715429,0.08580441640378549,0.07931034482758621,0.9206896551724137
0.4044653263403263,0.08643533123028391,0.07931034482758621,0.9206896551724137
0.4045031055900621,0.08706624605678233,0.07931034482758621,0.9206896551724137
0.4045789305155299,0.08769716088328075,0.07931034482758621,0.9206896551724137
0.404600598708051,0.08832807570977919,0.07931034482758621,0.9206896551724137
0.4046364985163205,0.08895899053627761,0.07931034482758621,0.9206896551724137
0.4048214593755391,0.08958990536277603,0.07931034482758621,0.9206896551724137
0.404833836858006,0.09022082018927445,0.07931034482758621,0.9206896551724137
0.4049211248285322,0.09022082018927445,0.07586206896551724,0.9241379310344827
0.4049898462431099,0.09022082018927445,0.07241379310344828,0.9275862068965517
0.4050415876258573,0.09022082018927445,0.06896551724137931,0.9310344827586207
0.4052745317752521,0.09085173501577287,0.06896551724137931,0.9310344827586207
0.4053962900505902,0.0914826498422713,0.06896551724137931,0.9310344827586207
0.4054889131225009,0.09211356466876972,0.06896551724137931,0.9310344827586207
0.4055880493202656,0.09274447949526814,0.06896551724137931,0.9310344827586207
0.4060840173829068,0.09337539432176656,0.06896551724137931,0.9310344827586207
0.4060973624226636,0.09400630914826498,0.06896551724137931,0.9310344827586207
0.4061307251908397,0.0946372239747634,0.06896551724137931,0.9310344827586207
0.4061641745498932,0.09526813880126182,0.06896551724137931,0.9310344827586207
0.40625,0.09589905362776026,0.06896551724137931,0.9310344827586207
0.4063224609676921,0.09652996845425868,0.06896551724137931,0.9310344827586207
0.4064217891054473,0.0971608832807571,0.06896551724137931,0.9310344827586207
0.4064456574088939,0.09779179810725552,0.06896551724137931,0.9310344827586207
0.4065851735015773,0.09842271293375394,0.06896551724137931,0.9310344827586207
